CODIGO_MESA|DESCRIPCION|CODIGO_PAIS|NOMBRE_PAIS|CODIGO_DEPARTAMENTO|NOMBRE_DEPARTAMENTO|CODIGO_PROVINCIA|NOMBRE_PROVINCIA|CODIGO_SECCION|NOMBRE_MUNICIPIO|CODIGO_LOCALIDAD|NOMBRE_LOCALIDAD|CODIGO_RECINTO|NOMBRE_RECINTO|NUMERO_MESA|INSCRITOS_HABILITADOS|UNIDOS POR TARIJA|MAS-IPSP|VOTO_VALIDO|VOTO_BLANCO|VOTO_NULO|VOTO_EMITIDO|VOTO_VALIDO_SISTEMA|VOTO_EMITIDO_SISTEMA
6005037|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|72|U.E. Juan XXIII|11|216|121|52|173|0|3|176|173|176
6005047|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|72|U.E. Juan XXIII|12|220|110|62|172|0|7|179|172|179
6005057|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|72|U.E. Juan XXIII|13|219|124|59|183|1|5|189|183|189
6005067|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|72|U.E. Juan XXIII|14|219|133|41|174|1|7|182|174|182
6005077|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|72|U.E. Juan XXIII|15|218|118|52|170|1|5|176|170|176
6005087|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|72|U.E. Juan XXIII|16|220|121|44|165|0|11|176|165|176
6005097|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|72|U.E. Juan XXIII|17|220|129|47|176|1|7|184|176|184
6005107|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|72|U.E. Juan XXIII|18|220|150|33|183|2|8|193|183|193
6005117|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|72|U.E. Juan XXIII|19|220|134|44|178|0|5|183|178|183
6005127|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|72|U.E. Juan XXIII|20|220|146|35|181|0|11|192|181|192
6005137|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|72|U.E. Juan XXIII|21|220|131|52|183|0|7|190|183|190
6005147|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|72|U.E. Juan XXIII|22|31|16|6|22|0|0|22|22|22
6005157|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|1|220|100|87|187|1|9|197|187|197
6005167|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|2|220|111|71|182|2|4|188|182|188
6005177|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|3|220|104|70|174|1|7|182|174|182
6005187|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|4|220|102|85|187|1|9|197|187|197
6005197|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|5|219|91|88|179|3|6|188|179|188
6005207|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|6|219|116|69|185|1|6|192|185|192
6005217|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|7|220|75|101|176|1|16|193|176|193
6005227|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|8|220|95|82|177|0|5|182|177|182
6005237|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|9|220|105|82|187|2|3|192|187|192
6005247|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|10|219|105|71|176|1|18|195|176|195
6005257|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|11|220|107|69|176|3|8|187|176|187
6005267|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|12|220|109|73|182|0|6|188|182|188
6005277|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|13|219|99|81|180|3|5|188|180|188
6005287|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|14|219|98|79|177|0|12|189|177|189
6005297|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|15|220|106|79|185|1|7|193|185|193
6005307|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|16|220|108|82|190|0|6|196|190|196
6005317|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|17|220|118|68|186|2|7|195|186|195
6005327|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|18|219|102|70|172|2|7|181|172|181
6005337|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|19|219|111|60|171|2|15|188|171|188
6005347|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|20|220|88|86|174|0|7|181|174|181
6005357|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|21|220|91|90|181|2|12|195|181|195
6005367|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|22|220|112|67|179|1|7|187|179|187
6005377|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|23|219|115|67|182|1|7|190|182|190
6005387|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|24|218|103|74|177|1|7|185|177|185
6005397|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|73|U.E. Octavio Campero Echazu|25|32|16|7|23|0|1|24|23|24
6005407|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31056|U.E. Ema Rosel inicial (Kinder) (Temporal)|1|220|114|73|187|2|2|191|187|191
6005417|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31056|U.E. Ema Rosel inicial (Kinder) (Temporal)|2|220|121|59|180|2|7|189|180|189
6005427|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31056|U.E. Ema Rosel inicial (Kinder) (Temporal)|3|220|116|67|183|0|6|189|183|189
6005437|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31056|U.E. Ema Rosel inicial (Kinder) (Temporal)|4|207|92|73|165|1|7|173|165|173
6005447|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|1|220|86|65|151|1|38|190|151|190
6005457|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|2|220|110|69|179|2|9|190|179|190
6005467|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|3|220|114|69|183|2|6|191|183|191
6005477|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|4|219|102|84|186|3|7|196|186|196
6005487|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|5|220|125|61|186|1|8|195|186|195
6005497|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|6|220|134|53|187|2|8|197|187|197
6005507|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|7|219|120|67|187|1|7|195|187|195
6005517|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|8|220|91|88|179|0|12|191|179|191
6005527|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|9|220|105|69|174|0|10|184|174|184
6005537|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|10|220|112|74|186|2|4|192|186|192
6005547|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|11|220|121|66|187|0|13|200|187|200
6005557|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|12|220|115|78|193|1|8|202|193|202
6005567|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|13|220|123|72|195|1|7|203|195|203
6005577|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|113|U.E. Pampa Galana|14|147|65|51|116|2|4|122|116|122
6005587|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|1|220|114|67|181|0|4|185|181|185
6005597|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|2|220|126|55|181|0|6|187|181|187
6005607|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|3|220|102|79|181|2|6|189|181|189
6005617|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|4|220|122|60|182|1|5|188|182|188
6005627|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|5|219|127|63|190|0|3|193|190|193
6005637|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|6|219|111|69|180|3|5|188|180|188
6005647|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|7|219|127|56|183|0|9|192|183|192
6005657|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|8|220|121|63|184|3|9|196|184|196
6005667|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|9|219|125|63|188|1|5|194|188|194
6005677|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|10|219|141|39|180|2|11|193|180|193
6005687|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|11|220|119|69|188|0|5|193|188|193
6005697|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|12|219|122|49|171|1|15|187|171|187
6005707|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|13|220|109|64|173|2|6|181|173|181
6005717|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|14|220|99|77|176|2|12|190|176|190
6005727|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|15|219|111|61|172|0|7|179|172|179
6005737|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|16|220|108|72|180|0|6|186|180|186
6005747|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|17|220|125|60|185|0|5|190|185|190
6005757|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|18|214|108|68|176|0|5|181|176|181
6005767|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|19|220|129|50|179|1|8|188|179|188
6005777|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|20|220|135|43|178|0|10|188|178|188
6005787|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|21|219|134|57|191|1|8|200|191|200
6005797|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|22|220|139|46|185|1|10|196|185|196
6005807|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|23|219|114|61|175|1|6|182|175|182
6005817|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|24|219|140|42|182|1|6|189|182|189
6005827|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|89|U.E. La Paz|25|77|44|23|67|0|3|70|67|70
6005837|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|25715|U.E. Alberto Baldivieso|1|220|74|108|182|2|5|189|182|189
6005847|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|25715|U.E. Alberto Baldivieso|2|220|82|88|170|1|7|178|170|178
6005857|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|25715|U.E. Alberto Baldivieso|3|219|73|92|165|2|13|180|165|180
6005867|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|25715|U.E. Alberto Baldivieso|4|220|85|94|179|1|7|187|179|187
6005877|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|25715|U.E. Alberto Baldivieso|5|23|4|12|16|0|2|18|16|18
6005887|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|26474|U.E. Santa Rosa|1|220|106|88|194|3|12|209|194|209
6005897|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|26474|U.E. Santa Rosa|2|148|74|59|133|3|6|142|133|142
6005907|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|26475|U.E. Valle Hermoso|1|220|70|126|196|2|9|207|196|207
6005917|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|26475|U.E. Valle Hermoso|2|220|65|128|193|1|10|204|193|204
6005927|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|26475|U.E. Valle Hermoso|3|220|55|145|200|0|8|208|200|208
6005937|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|26475|U.E. Valle Hermoso|4|107|23|68|91|1|5|97|91|97
6005947|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|95|U.E. Eduardo Orozco Alfaro|1|220|91|86|177|3|6|186|177|186
6005957|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|95|U.E. Eduardo Orozco Alfaro|2|220|95|94|189|1|9|199|189|199
6005967|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|95|U.E. Eduardo Orozco Alfaro|3|220|103|78|181|0|10|191|181|191
6005977|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|95|U.E. Eduardo Orozco Alfaro|4|218|110|65|175|2|8|185|175|185
6005987|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|95|U.E. Eduardo Orozco Alfaro|5|220|119|67|186|1|5|192|186|192
6005997|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|95|U.E. Eduardo Orozco Alfaro|6|220|84|102|186|1|6|193|186|193
6006007|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|95|U.E. Eduardo Orozco Alfaro|7|220|107|68|175|1|11|187|175|187
6006017|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|95|U.E. Eduardo Orozco Alfaro|8|219|86|100|186|0|4|190|186|190
6006027|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|95|U.E. Eduardo Orozco Alfaro|9|220|122|71|193|1|4|198|193|198
6006037|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|95|U.E. Eduardo Orozco Alfaro|10|220|109|76|185|3|1|189|185|189
6006047|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|95|U.E. Eduardo Orozco Alfaro|11|219|110|79|189|0|11|200|189|200
6006057|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|95|U.E. Eduardo Orozco Alfaro|12|31|16|8|24|1|1|26|24|26
6006067|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|74|U.E. Castelfort Castellanos|1|219|129|49|178|0|10|188|178|188
6006077|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|74|U.E. Castelfort Castellanos|2|220|144|41|185|2|5|192|185|192
6006087|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|74|U.E. Castelfort Castellanos|3|219|138|38|176|0|7|183|176|183
6006097|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|74|U.E. Castelfort Castellanos|4|219|129|57|186|1|3|190|186|190
6006107|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|74|U.E. Castelfort Castellanos|5|217|110|57|167|2|11|180|167|180
6006117|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|74|U.E. Castelfort Castellanos|6|220|135|45|180|1|7|188|180|188
6006127|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|74|U.E. Castelfort Castellanos|7|220|134|47|181|0|6|187|181|187
6006137|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|74|U.E. Castelfort Castellanos|8|220|145|34|179|3|9|191|179|191
6006147|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|74|U.E. Castelfort Castellanos|9|126|80|21|101|0|8|109|101|109
6006157|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31057|U.E. Felipe Palazon (Temporal)|1|219|124|53|177|1|6|184|177|184
6006167|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31057|U.E. Felipe Palazon (Temporal)|2|220|123|56|179|1|6|186|179|186
6006177|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31057|U.E. Felipe Palazon (Temporal)|3|220|123|52|175|3|11|189|175|189
6006187|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31057|U.E. Felipe Palazon (Temporal)|4|220|145|38|183|0|4|187|183|187
6006197|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31057|U.E. Felipe Palazon (Temporal)|5|220|115|56|171|3|5|179|171|179
6006207|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31057|U.E. Felipe Palazon (Temporal)|6|220|113|53|166|1|13|180|166|180
6006217|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31057|U.E. Felipe Palazon (Temporal)|7|220|137|39|176|0|3|179|176|179
6006227|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31057|U.E. Felipe Palazon (Temporal)|8|220|133|46|179|0|11|190|179|190
6006237|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31057|U.E. Felipe Palazon (Temporal)|9|220|141|46|187|0|6|193|187|193
6006247|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|31057|U.E. Felipe Palazon (Temporal)|10|193|114|41|155|1|2|158|155|158
6006257|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|78|(Cárcel) Penal de Morros Blancos|1|220|67|101|168|1|7|176|168|176
6006267|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|78|(Cárcel) Penal de Morros Blancos|2|220|66|88|154|1|5|160|154|160
6006277|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|78|(Cárcel) Penal de Morros Blancos|3|20|6|8|14|0|0|14|14|14
6006287|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|25713|U.E. Víctor Varas Reyes|1|219|128|56|184|0|10|194|184|194
6006297|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|25713|U.E. Víctor Varas Reyes|2|220|119|73|192|0|9|201|192|201
6006307|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|25713|U.E. Víctor Varas Reyes|3|220|112|75|187|0|5|192|187|192
6006317|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|25713|U.E. Víctor Varas Reyes|4|220|116|58|174|2|9|185|174|185
6006327|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|25713|U.E. Víctor Varas Reyes|5|219|125|51|176|1|7|184|176|184
6006337|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|25713|U.E. Víctor Varas Reyes|6|126|65|27|92|1|4|97|92|97
6006347|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|77|U.E. El Portillo|1|219|84|94|178|1|3|182|178|182
6006357|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|77|U.E. El Portillo|2|220|90|87|177|0|13|190|177|190
6006367|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|77|U.E. El Portillo|3|220|106|76|182|1|5|188|182|188
6006377|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|77|U.E. El Portillo|4|220|105|78|183|0|9|192|183|192
6006387|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|77|U.E. El Portillo|5|219|94|86|180|2|7|189|180|189
6006397|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|77|U.E. El Portillo|6|220|72|107|179|1|9|189|179|189
6006407|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|77|U.E. El Portillo|7|220|98|84|182|1|4|187|182|187
6006417|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|77|U.E. El Portillo|8|220|113|76|189|1|6|196|189|196
6006427|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|77|U.E. El Portillo|9|220|95|86|181|1|6|188|181|188
6006437|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|77|U.E. El Portillo|10|59|29|22|51|0|1|52|51|52
6006447|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|76|U.E. San Jorge|1|218|110|63|173|1|7|181|173|181
6006457|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|76|U.E. San Jorge|2|220|126|53|179|0|8|187|179|187
6006467|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|76|U.E. San Jorge|3|220|122|48|170|2|13|185|170|185
6006477|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|76|U.E. San Jorge|4|220|130|55|185|1|6|192|185|192
6006487|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|76|U.E. San Jorge|5|219|107|70|177|0|9|186|177|186
6006497|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|76|U.E. San Jorge|6|219|103|72|175|2|3|180|175|180
6006507|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|76|U.E. San Jorge|7|220|110|61|171|2|2|175|171|175
6006517|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|76|U.E. San Jorge|8|219|129|48|177|3|3|183|177|183
6006527|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|76|U.E. San Jorge|9|220|149|44|193|1|5|199|193|199
6006537|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|76|U.E. San Jorge|10|220|133|40|173|0|10|183|173|183
6006547|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|76|U.E. San Jorge|11|220|124|54|178|1|13|192|178|192
6006557|GOBERNADOR(A)|32|Bolivia|6|Tarija|1|Cercado|1|Tarija|2680|Tarija|76|U.E. San Jorge|12|219|106|66|172|0|5|177|172|177
